"","crashDates","crashLocation","crashOperator","crashType","crashOutcome","crashF","crashP","Prop","crashYear"
"3878",2001-05-22,"Myakotino, Russia","Military - Russian Air Force
","Antonov 12MGA","7/7(0)",7,7,1,"2001"
"3879",2001-06-15,"Jayapura, Indonesia","Manunggal Air
","Transall C-160NG","1/19(0)",1,19,0.05,"2001"
"3880",2001-07-04,"Irkutsk, Russia","Vladivostokavia
","Tupolev TU-154M","145/145(0)",145,145,1,"2001"
"3881",2001-07-05,"Chinhae, South Korea","Private  - Daewoo Shipbuilding
","Sikorsky S-76B helicopter","8/12(0)",8,12,0.67,"2001"
"3882",2001-07-12,"Puerto Cabello, Venezuela","Private - Overtec Company
","Antonov AN-28 PZL-Mielec M-28 Sky Truck","13/13(0)",13,13,1,"2001"
"3883",2001-07-14,"Moscow, Russia","Russ Air Transport Company
","Ilyushin IL-76","10/10(0)",10,10,1,"2001"
"3884",2001-07-30,"Haines, Alaska","Air Taxi
","Piper PA-32-300","6/6(0)",6,6,1,"2001"
"3885",2001-08-05,"Reykjavík, Iceland","Naske Air
","Dassault Falcon 20C","3/3(0)",3,3,1,"2001"
"3886",2001-08-10,"Meadview, Arizona","Papillon Grand Canyon Helicopters of Las Vegas
","Aerospatiale AS350 Eurocopter  helicoper","6/7(0)",6,7,0.86,"2001"
"3887",2001-08-23,"Mugogo, Democratic Republic Congo","Victoria Airlines
","Antonov 28","4/11(0)",4,11,0.36,"2001"
"3888",2001-08-24,"Lajes, Terceira, Azores","Air Transat
","Airbus A-330-243","0/304(0)",0,304,0,"2001"
"3889",2001-08-24,"Ithaca, New York","Ameristar Jet Charter
","Learjet 25","2/2(0)",2,2,1,"2001"
"3890",2001-08-25,"Marsh Harbour, Bahamas","Blackhawk Int. Airways  - Private charter
","Cessna 402B","9/9(0)",9,9,1,"2001"
"3891",2001-08-29,"Malaga, Spain","Binter Mediterráneo
","CASA  CN-235-200","4/47(0)",4,47,0.09,"2001"
"3892",2001-09-11,"New York City, New York","United Air Lines
","Boeing B-767-222","65/65(2750)",65,65,1,"2001"
"3893",2001-09-11,"New York City, New York","American Airlines
","Boeing 767-223ER","92/92(2750)",92,92,1,"2001"
"3894",2001-09-11,"Shanksville, Pennsylvania","United Air Lines
","Boeing B-757-222","44/44(0)",44,44,1,"2001"
"3895",2001-09-11,"Arlington, Virginia.","American Airlines
","Boeing B-757-223","64/64(125)",64,64,1,"2001"
"3896",2001-09-12,"Chichen Itza, Mexico","Aero Ferinco Charter
","LET 410UVP","19/19(0)",19,19,1,"2001"
"3897",2001-09-15,"Belo Horizonte, Brazil","TAM (Brazil)
","Fokker 100","1/82(0)",1,82,0.01,"2001"
"3898",2001-09-18,"Guatemala City, Guatemala","Atlantic Airlines
","LET 410UVP-E","9/13(0)",9,13,0.69,"2001"
"3899",2001-10-03,"Decatur Island, Washington","Aeronautical Services - Air Taxi
","Cessna 172N","3/3(0)",3,3,1,"2001"
"3900",2001-10-04,"110 miles SW of Sochi, Russia","Sibir Airlines
","Tupolev Tu-154M","78/78(0)",78,78,1,"2001"
"3901",2001-10-08,"Mollet Lake, Quebec, Canada","Air Saint Maurice Inc.
","de Havilland DHC-2 Mk 1 Beaver","3/7(0)",3,7,0.43,"2001"
"3902",2001-10-08,"Milan, Italy","Scandinavian Airlines (SAS) / Private
","MD-87 / Cessna 525A Citation II","114/114(4)",114,114,1,"2001"
"3903",2001-10-10,"Valencia, Spain","Flightline
","Swearingen SA-226AT Merlin IV","10/10(0)",10,10,1,"2001"
"3904",2001-10-10,"Dillingham, Alaska","PenAir
","Cessna 208 Caravan","10/10(0)",10,10,1,"2001"
"3905",2001-10-11,"Shamattawa, Canada","Perimeter Airlines
","Swearingen SA.226TC Metro I","2/3(0)",2,3,0.67,"2001"
"3906",2001-10-13,"Humiata, Brazil","Air Taxi - Continental Air Taxi
","EMB 810C Seneca","3/6(0)",3,6,0.5,"2001"
"3907",2001-10-18,"Anchorage, Alaska","ERA Aviation - Air Taxi
","Bell 206L","3/5(0)",3,5,0.6,"2001"
"3908",2001-11-12,"Belle Harbor, Queens, New York","American Airlines
","Airbus A-300-605R","260/260(5)",260,260,1,"2001"
"3909",2001-11-19,"Kalyazin, Russia","Charter - IRS Aero
","Ilyushin 18V","27/27(0)",27,27,1,"2001"
"3910",2001-11-22,"Pittsburgh, Pennsylvania","Universal Jet Aviation
","Learjet 25B","2/2(0)",2,2,1,"2001"
"3911",2001-11-23,"Palade, Estonia","ELK Aviation Co. (leased from Eminex)
","Antonov AN-28","2/17(0)",2,17,0.12,"2001"
"3912",2001-11-24,"Birchwil, Switzerland","Crossair
","BAE Avro RJ100","24/33(0)",24,33,0.73,"2001"
"3913",2001-11-27,"Port Harcourt, Nigeria","MK Airlines
","Boeing 747-246F","1/13(0)",1,13,0.08,"2001"
"3914",2001-11-28,"San Jerónimo de Moravia , Costa Rica","SANSA
","Cessna 208B Grand Caravan","3/8(0)",3,8,0.38,"2001"
"3915",2001-12-01,"Novaya Inya , Russia","Military - Russian, cargo
","Ilyushin IL- 76TD","18/18(0)",18,18,1,"2001"
"3916",2001-12-01,"Bessemer, Alabama","Air Carriers
","Cessna 208B Grand Caravan","2/2(0)",2,2,1,"2001"
"3917",2001-12-10,"Sierra Blanca, Texas","Air Cargo Express
","Learjet 24D","2/2(0)",2,2,1,"2001"
"3918",2001-12-14,"Geti, Democratic Republic Congo","Eagle Air
","Let 410A","6/6(0)",6,6,1,"2001"
"3919",2001-12-16,"Medellin, Colombia","Heliandes
","Let 410UVP-E","16/16(0)",16,16,1,"2001"
"3920",2001-12-20,"Zurich, Switzerland","Eagle Air
","Cessna 560 Citation V","2/2(0)",2,2,1,"2001"
"3921",2001-12-26,"Bremerhaven, Germany","BAL Bremerhaven Airline
","Britten Norman BN-2B Trislander","8/9(0)",8,9,0.89,"2001"
"3922",2002-01-01,"Hollywood, Florida","Air Taxi - Air Taxi Inc.
","Piper PA-31-250","1/5(0)",1,5,0.2,"2002"
"3923",2002-01-04,"Birmingham, England","Agco Corp
","Canadair CL-604","5/5(0)",5,5,1,"2002"
"3924",2002-01-09,"Shamsi AFB, Pakistan","Military - U.S. Air Force
","Lockheed Hercules KC-130R","7/7(0)",7,7,1,"2002"
"3925",2002-01-14,"Bilbao, Spain","Ibertrans Aérea
","Embraer EMB-120 Brasilia","3/3(0)",3,3,1,"2002"
"3926",2002-01-15,"Chilpancingo, Mexico","Procuraduría General de la República
","de Havilland DHC-6 Twin Otter 300","5/17(0)",5,17,0.29,"2002"
"3927",2002-01-16,"Solo, Indonesia","Garuda Indonesia Airlines
","Boeing B-737-3Q8","1/62(0)",1,62,0.02,"2002"
"3928",2002-01-17,"La Bonita, Ecuador","Petroproducción
","Fairchild FH-227E","26/26(0)",26,26,1,"2002"
"3929",2002-01-19,"Milford Sound, New Zealand","Air Fiordland
","Cessna 207 Skywagon","6/6(0)",6,6,1,"2002"
"3930",2002-01-27,"Luena, Angola","Military - Angolan  Air Force
","Antonov AN-12","5/40(0)",5,40,0.12,"2002"
"3931",2002-01-28,"Ipiales, Colombia","TAME
","Boeing B-727-134","92/92(0)",92,92,1,"2002"
"3932",2002-02-02,"Ellsworth AFB, South Dakota","Military - U.S. Air Force
","Learjet C-21A","2/2(0)",2,2,1,"2002"
"3933",2002-02-12,"Khorramabed, Iran","Iran Air Tours
","Tupolev TU-154","117/117(0)",117,117,1,"2002"
"3934",2002-02-15,"Monrovia, Liberia","Tiramavia
","Antonov 12BP","1/10(0)",1,10,0.1,"2002"
"3935",2002-02-21,"Lakhta, Russia","Military - Russian Navy
","Antonov AN-26","17/20(0)",17,20,0.85,"2002"
"3936",2002-02-22,"Dumaguete, Philippines","Military - U.S. Army
","MH-47 Chinook helicopter","10/10(0)",10,10,1,"2002"
"3937",2002-03-09,"Monte Rotondo, Italy","Svedijos Prekés
","Antonov 2TP","3/3(0)",3,3,1,"2002"
"3938",2002-03-14,"Placetas, Cuba","Charter - Aerotaxi
","Antonov AN-2","17/17(0)",17,17,1,"2002"
"3939",2002-03-15,"Alma, Wisconsin","Priorty Air Charter
","Cessna 208B Caravan I Super Cargomaster","1/1(0)",1,1,1,"2002"
"3940",2002-03-17,"Djibouti, Republic of Djibouti","Djibouti Airlines
","Let 410UVP-E","4/4(0)",4,4,1,"2002"
"3941",2002-04-01,"Cairns, QLD, Australia","Air Taxi
","Shrike Commander 500S","4/4(0)",4,4,1,"2002"
"3942",2002-04-12,"Palma de Mallorca, Spain","Tadair
","Swearingen SA.227AC Metro III","2/2(0)",2,2,1,"2002"
"3943",2002-04-15,"Busan, South Korea","Air China
","Boeing B-767-200ER","128/166(0)",128,166,0.77,"2002"
"3944",2002-04-18,"Sweers Island, QLD, Australia","Air taxi
","Cessna U206A","6/6(0)",6,6,1,"2002"
"3945",2002-04-19,"Popayán, Colombia","SELVA Colombia
","Antonov AN-32A","3/8(0)",3,8,0.38,"2002"
"3946",2002-04-24,"Olancho, Honduras","Private
","Cessna 206G","6/6(0)",6,6,1,"2002"
"3947",2002-04-28,"Abakan, Russia","Private
","Mi-8 helicopter","8/20(0)",8,20,0.4,"2002"
"3948",2002-05-04,"Kano, Nigeria","EAS Airlines (Executive Airline Services)
","BAC One-Eleven 525FT","74/77(78)",74,77,0.96,"2002"
"3949",2002-05-07,"Tunis, Tunisia","EgyptAir
","Boeing B-737-566","14/62(0)",14,62,0.23,"2002"
"3950",2002-05-07,"Dalian, China","China Northern Airlines
","McDonnell Douglas MD-82","112/112(0)",112,112,1,"2002"
"3951",2002-05-21,"Calabar, Nigeria","Sky Executive Air Services
","LET 410UVP","5/5(0)",5,5,1,"2002"
"3952",2002-05-25,"Nabire, Indonesia","Trigana Air Service
","de Havilland Canada DHC-6 Twin Otter 300","6/6(0)",6,6,1,"2002"
"3953",2002-05-25,"Penghu Island, Taiwan","China Airlines (Taiwan)
","Boeing B-747-209B","225/225(0)",225,225,1,"2002"
"3954",2002-06-01,"George, South Africa","Airquarius Aviation - Charter
","Hawker Siddeley HS-748-372","3/3(0)",3,3,1,"2002"
"3955",2002-06-02,"Ndalatando, Angola","Military - Angolan Armed Forces
","Mi-17","20/25(0)",20,25,0.8,"2002"
"3956",2002-06-04,"Oiapoque, Amapa, Brazil","Marco Zero Air Taxi
","Embraer 721C Sertanejo","5/5(0)",5,5,1,"2002"
"3957",2002-06-11,"Winnipeg, Manitoba","Keystone Air Services Ltd. - Air Taxi
","PA- 31-350 Chieftain","1/8(0)",1,8,0.12,"2002"
"3958",2002-06-12,"Gardez, Afghanistan","Military - U.S. Air Force
","Lockheed MC-130H Hercules","3/10(0)",3,10,0.3,"2002"
"3959",2002-07-01,"Uberlingen, Germany","Bashkirian Airlines / DHL Worldwide Express
","Tupolev TU-154M / Boeing B-757-23APF","71/71(0)",71,71,1,"2002"
"3960",2002-07-04,"San Dimas, California","Private
","Cessna 310","2/2(2)",2,2,1,"2002"
"3961",2002-07-04,"Bangui, Central African Republic","Prestige Airlines (Cargo) Charter
","Boeing B-707-123B","25/27(0)",25,27,0.93,"2002"
"3962",2002-07-12,"Port Alsworth, Alaska","Air Taxi - Bigfoot Air of Alaska, LLC
","de Havilland DHC-2","4/4(0)",4,4,1,"2002"
"3963",2002-07-16,"Cromer, Norfork, England","Bristow Helicopters
","Sikorsky S-76A","11/11(0)",11,11,1,"2002"
"3964",2002-07-16,"Long Barai, Indonesia","Sabang Merauke Raya Air Charter
","Britten-Norman BN-2A Islander","10/10(0)",10,10,1,"2002"
"3965",2002-07-17,"Surkhet, Nepal","Skyline Airways
","de Havilland Canada DHC-6 Twin Otter 300","4/4(0)",4,4,1,"2002"
"3966",2002-07-27,"Lviv, Ukraine","Military - Ukraine Air Force
","Sukhoi Su-27","0/2(85)",0,2,0,"2002"
"3967",2002-07-28,"Moscow, Russia","Pulkovo Aviation Enterprise
","Iluyshin Il-86","14/16(0)",14,16,0.88,"2002"
"3968",2002-08-07,"Caguas, Puerto Rico","Military - U.S. Air Force
","Lockheed MC-130H Hercules","10/10(0)",10,10,1,"2002"
"3969",2002-08-15,"Kadjuduwa Watta, Sri Lanka","Military - Sri Lanka Air Force
","Yunshuji Y-8D","5/5(0)",5,5,1,"2002"
"3970",2002-08-19,"Khankala, Chechnya","Military - Russian Air Force
","Mil Mi-26","121/147(0)",121,147,0.82,"2002"
"3971",2002-08-22,"Pokhara, Nepal","Shangri La Air
","de Havilland Canada DHC-6-300 Twin Otter","18/18(0)",18,18,1,"2002"
"3972",2002-08-29,"Ayan, Russia","Vostok Aviakompania
","Antonov AN-28","16/16(0)",16,16,1,"2002"
"3973",2002-08-30,"Rio Branco, Brazil","Rico Taxi Aéreo
","Embraer 120ER Brasilia","23/31(0)",23,31,0.74,"2002"
"3974",2002-08-30,"Lexington, Kentucky","Care Flight International
","Learjet 25C","1/5(0)",1,5,0.2,"2002"
"3975",2002-09-02,"Xichang, China","CAAC Air Traffic Management Bureau
","Cessna 650 Citation VI","3/3(0)",3,3,1,"2002"
"3976",2002-09-04,"High Prarie, Alberta, Canada","Airco Charters - Air Taxi
","PA-34-220T Seneca III","2/2(0)",2,2,1,"2002"
"3977",2002-09-13,"Pucallpa, Peru","Aero Pantanal - Air Taxi
","Cessna U206G","6/6(0)",6,6,1,"2002"
"3978",2002-09-14,"Paranapanema, Sao Paulo, Brazil","Total  Air Lines
","ATR 42-300","2/2(0)",2,2,1,"2002"
"3979",2002-09-28,"Natashquan, Quebec, Canada","Deraps Aviation
","de Havilland Canada DHC-3 Otter","3/4(0)",3,4,0.75,"2002"
"3980",2002-10-01,"Vasco, India","Military - Indian Navy
","Ilyushin IL-38 / Ilyushin IL-38","12/12(5)",12,12,1,"2002"
"3981",2002-10-07,"Santa Cruz do Sul, Brazil","American Virginia
","Learjet 60","1/5(0)",1,5,0.2,"2002"
"3982",2002-10-23,"Spanish Fort, Alabama","Mid-Atlantic Freight
","Cessna 208B Cargomaster I","1/1(0)",1,1,1,"2002"
"3983",2002-10-25,"Eveleth, Minnesota","Aviation Charter - Air Taxi
","Beechcraft King Air A100","8/8(0)",8,8,1,"2002"
"3984",2002-11-06,"Niederanven, Luxembourg","Luxair
","Fokker 50","20/22(0)",20,22,0.91,"2002"
"3985",2002-11-07,"Tarakan, Indonesia","Dirgantara Air Services
","Britten-Norman BN-2A-21","7/10(0)",7,10,0.7,"2002"
"3986",2002-11-08,"Taos, New Mexico","Richmor Aviation
","IAI 1124A Westwind","2/2(0)",2,2,1,"2002"
"3987",2002-11-11,"Manila, Philippines","Laoag International Airlines
","Fokker F27 Friendship 100","19/34(0)",19,34,0.56,"2002"
"3988",2002-11-28,"Masai Mara Game Reserve, Kenya","Eagle Aviation
","Let 410UVP-E20","1/20(0)",1,20,0.05,"2002"
"3989",2002-12-09,"Mena, Arkansas","Raytheon Aircraft
","Beechcraft 1900C","3/3(0)",3,3,1,"2002"
"3990",2002-12-13,"Gohu Airstrip, Papua New Guinea","Island Airways Ltd.
","Britten-Norman BN-2A-26 Islander","8/8(0)",8,8,1,"2002"
"3991",2002-12-17,"Rockford, Illinois","Planemasters
","Cessna 208B Caravan I Super Cargomaster","1/1(0)",1,1,1,"2002"
"3992",2002-12-21,"Pachao Tao, Taiwan","Transasia Airways
","Aérospatiale/Aeritalia ATR-72-202","2/2(0)",2,2,1,"2002"
"3993",2002-12-23,"Isfanan, Iran","Aeromist-Kharkiv
","Antonov AN-140","44/44(0)",44,44,1,"2002"
"3994",2002-12-25,"Manteo, North Carolina","Telford Aviation
","Cessna 208B Caravan I","1/1(0)",1,1,1,"2002"
"3995",2002-12-26,"Curitiba, Brazil","Military - Brazilian Air Force
","Embraer-110 C-95B Bandeirante","3/16(0)",3,16,0.19,"2002"
"3996",2002-12-27,"Anjouan, Comoros Islands","Ocean Airlines
","Let 410UVP","1/16(0)",1,16,0.06,"2002"
"3997",2003-01-08,"Diyarbakir, Turkey","Turkish Airlines (THY)
","BAe Avro RJ-100","75/80(0)",75,80,0.94,"2003"
"3998",2003-01-08,"Charlotte, North Carolina","US Air Express/Air Midwest
","Beech BE-1900D","21/21(0)",21,21,1,"2003"
"3999",2003-01-09,"Chachapoyas, Peru","TANS Airlines
","Fokker 28 Fellowship 1000","46/46(0)",46,46,1,"2003"
"4000",2003-01-17,"Ndjolé, Gabon","Aerocom
","Antonov 24B","7/7(0)",7,7,1,"2003"
"4001",2003-01-24,"Busia, Kenya","African Commuter Services
","Grumman G-159 Gulfstream I","3/13(0)",3,13,0.23,"2003"
"4002",2003-01-31,"Baucau, East Timor","Euro Asia Aviation
","Ilyushin II-76TD","6/6(0)",6,6,1,"2003"
"4003",2003-02-07,"Agadir, Morocco","Volare Aviation Enterprise
","Antonov 12BP","8/8(0)",8,8,1,"2003"
"4004",2003-02-10,"Tallinn, Estonia","Enimex
","Antonov AN-28","2/3(0)",2,3,0.67,"2003"
"4005",2003-02-16,"Ferguson, Kentucky","Air Taxi - Great Northern Aircraft Co.
","Cessna 421","3/7(0)",3,7,0.43,"2003"
"4006",2003-02-19,"Shahdad, Iran","Military - Islamic Revolution's Guards Corps
","Ilyushin Il-76MD","275/275(0)",275,275,1,"2003"
"4007",2003-02-20,"Kohat, Pakistan","Military - Pakistan Air Force
","Fokker F-27 Friendship 200","17/17(0)",17,17,1,"2003"
"4008",2003-03-01,"Barki, Russia","Private - Kabanov - skydiving
","Let L-410UVP","11/25(0)",11,25,0.44,"2003"
"4009",2003-03-06,"Tamanrasset, Algeria","Air Algerie
","Boeing B-737-2T4","102/103(0)",102,103,0.99,"2003"
"4010",2003-03-27,"Mulia, Indonesia","PT Air Regional
","de Havilland Canada DHC-6 Twin Otter","4/16(0)",4,16,0.25,"2003"
"4011",2003-03-28,"New Vienna, Iowa","Morris Hancock Flying Club - Charter
","Beech A36","3/3(0)",3,3,1,"2003"
"4012",2003-05-08,"Kinshasa, Congo","Ukrainian Cargo Airlines -  Congolese Army Charter
","Illyushin 76","129/200(0)",129,200,0.64,"2003"
"4013",2003-05-26,"Macka, Turkey","Ukranian-Mediterranean Airlines
","Yakovlev 42D","75/75(0)",75,75,1,"2003"
"4014",2003-05-28,"Talkeetna, Alaska","McKinley Air Service - Air Taxi
","Cessna 185","4/4(0)",4,4,1,"2003"
"4015",2003-06-01,"Milan, Italy","Eurojet Italila
","Gates Learjet 45","2/2(0)",2,2,1,"2003"
"4016",2003-06-04,"Oiapoque,  Brazil","Air Taxi - Marco Zero Air Taxi
","EMB 721C Sertanejo","5/5(0)",5,5,1,"2003"
"4017",2003-06-06,"Christchurch, New Zealand","Charter - Air Adventures New Zealand Ltd
","Piper PA-31-350 Navajo Chieftain","8/10(0)",8,10,0.8,"2003"
"4018",2003-06-11,"Belo Horizonte, Brazil","Astro Air Taxi
","Embraer 820C Navajo","4/4(0)",4,4,1,"2003"
"4019",2003-06-15,"Volcano, Hawaii","Paradise Tour Helicopters
","McDonnell Douglas 369D","4/4(0)",4,4,1,"2003"
"4020",2003-06-22,"Brest, France","Brit Air
","Canadair CRJ-100ER","1/24(0)",1,24,0.04,"2003"
"4021",2003-06-25,"Anchor Point, Alaska","Hallo Bay Air - Air Taxi
","Cessna 180H","3/3(0)",3,3,1,"2003"
"4022",2003-06-25,"Rudshour, Iran","Military - Islamic Republic of Iran Air Force
","Lockheed C-130 Hercules","7/7(0)",7,7,1,"2003"
"4023",2003-06-26,"Rooisand Desert Ranch, Namibia","Comvac Aviation
","Cessna 208B Grand Caravan","4/4(0)",4,4,1,"2003"
"4024",2003-06-30,"Blida, Algeria","Military - Algerian Air Force
","Lockheed C-130H Hercules","4/4(11)",4,4,1,"2003"
"4025",2003-07-01,"Belem, Para, Brazil","Heringer Air Taxi
","Mitsubishi MU 2B 35","4/4(0)",4,4,1,"2003"
"4026",2003-07-05,"Macaé, Rio de Janeiro, Brazil","BHS - Brazilian Helicopter Services
","Sikorsky  S 76 A","5/5(0)",5,5,1,"2003"
"4027",2003-07-08,"Port Sudan, Sudan","Sudan Airways
","Boeing 737-2J8C","117/117(0)",117,117,1,"2003"
"4028",2003-07-13,"San Cristobal, Venezuela","Ruiban & Duran Compania Aérea
","Let 410UVP-E","4/10(0)",4,10,0.4,"2003"
"4029",2003-07-13,"Treasure Cay, Bahamas","Air Sunshine
","Cessna 402C","2/10(0)",2,10,0.2,"2003"
"4030",2003-07-19,"Mount Kenya, Kenya","Ryan Blake Air Charter
","Swearingen SA-226T Metro II","14/14(0)",14,14,1,"2003"
"4031",2003-07-23,"Waialeale,Kauai, Hawaii","Jack Harter Helicopters
","Bell 206B","5/5(0)",5,5,1,"2003"
"4032",2003-08-04,"Groton, Connecticut","Jet Pro
","Gates Learjet 35A","2/2(0)",2,2,1,"2003"
"4033",2003-08-08,"Tocomita, Venezuela","Servicios Aeronauticos Sucre (SASCA)
","Cessna 208B Grand Caravan","1/16(0)",1,16,0.06,"2003"
"4034",2003-08-17,"Barrow, Alaska","Hageland Aviation Services Inc.
","Reims Aviation 406","2/2(0)",2,2,1,"2003"
"4035",2003-08-20,"Kamchatka Peninsula, Russia","Khalatyrka
","Mi-8 helicopter","20/20(0)",20,20,1,"2003"
"4036",2003-08-24,"Cap Haitien, Haiti","Tropical Airways
","Let 420UVP-E","21/21(0)",21,21,1,"2003"
"4037",2003-08-26,"Hyannis, Massachusetts","US Airways Express
","Beechcraft 1900D","2/2(0)",2,2,1,"2003"
"4038",2003-09-11,"Summer Beaver, Canada","Wasaya Airways
","Cessna 208B Grand Caravan","8/8(0)",8,8,1,"2003"
"4039",2003-09-19,"La Quemada, Mexico","Military - Mexican Air Force
","Lockheed C-130A Hercules","6/6(0)",6,6,1,"2003"
"4040",2003-09-19,"Del Rio, Texas","Ameristar Jet Charter
","Learjet 25B","1/2(0)",1,2,0.5,"2003"
"4041",2003-09-20,"Meadview, Arizona","Sundance Helicopters
","Aerospatiale AS350BA","7/7(0)",7,7,1,"2003"
"4042",2003-09-27,"Gaspé, Quebec, Canada","Les Ailes de Gaspé Inc.
","Piper PA31-310","3/3(0)",3,3,1,"2003"
"4043",2003-10-03,"Waikanae, New Zealand","Air Freight New Zealand
","Convair CV-580F","2/2(0)",2,2,1,"2003"
"4044",2003-10-03,"Sao Gabriel de Cachoeria","Air taxi - Rumo Notre Air Taxi
","EMB 721C Sertanejo","4/4(0)",4,4,1,"2003"
"4045",2003-10-11,"Uriman, Venezuela","Transmandu
","Antonov AN-2TP","1/2(0)",1,2,0.5,"2003"
"4046",2003-10-26,"Buenos Aires, Argentina","CATA Linea Aerea
","Fairchild Hiller FH-227B","5/5(0)",5,5,1,"2003"
"4047",2003-10-27,"Tampico, Mexico","Aeroextra
","Hawker 800A","3/3(0)",3,3,1,"2003"
"4048",2003-10-29,"Cody, Wyoming","FedEx
","Cessna 208B Caravan I Super Cargomaster","1/1(0)",1,1,1,"2003"
"4049",2003-11-02,"Hasi, Iraq","Military - U.S. Army
","CH-47 Chinook","15/36(0)",15,36,0.42,"2003"
"4050",2003-11-08,"Ogle, Guyana","Trans Guyana Airways
","Shorts SC-7 Skyvan 3M Variant 100","2/7(0)",2,7,0.29,"2003"
"4051",2003-11-08,"200 miles NE of Derby, Australia","Heliwork WA Pty Ltd. - Air Taxi
","Robertson R44 helicopter","4/4(0)",4,4,1,"2003"
"4052",2003-11-15,"Mosul, Iraq","Military - U.S. Army
","UH-60 Black Hawk / UH-60 Black Hawk","17/22(0)",17,22,0.77,"2003"
"4053",2003-11-29,"Boende, Congo","Military - Congolese Air Force
","Antonov AN-26","20/24(13)",20,24,0.83,"2003"
"4054",2003-11-29,"Spokane, Washington","Ameriflight
","Swearingen SA227AT Merlin IVC","1/1(0)",1,1,1,"2003"
"4055",2003-12-16,"Jellicoe, Ontario, Canada","Huron Air
","de Havilland DHC-3 Otter","2/3(0)",2,3,0.67,"2003"
"4056",2003-12-18,"Mitu, Colombia","Líneas Aéreas Suramericanas
","Douglas DC-9-15F","3/3(0)",3,3,1,"2003"
"4057",2003-12-23,"Helendale, California","Pavair
","Gates Learjet 24B","2/2(0)",2,2,1,"2003"
"4058",2003-12-25,"Cotonou, Benin","Union des Transports Aeriens de Guinee
","Boeing B-727-223","140/161(0)",140,161,0.87,"2003"
"4059",2004-01-03,"Sharm el Sheikh, Egypt","Flash Air
","Boeing B-737-3Q8","148/148(0)",148,148,1,"2004"
"4060",2004-01-13,"Tashkent, Uzbekistan","Uzbekistan Airways
","Yakovlev YAK-40","37/37(0)",37,37,1,"2004"
"4061",2004-01-17,"Lake Erie, off Pelee Island, Ontario, Canada","Georgia Express
","Cessna 208B Grand Caravan","10/10(0)",10,10,1,"2004"
"4062",2004-01-28,"Ghardaïa, Algeria","Tassili Airlines
","Beechcraft 1900D","1/5(0)",1,5,0.2,"2004"
"4063",2004-02-06,"Bitonja, Bosnia-Herzegovina","Military - Government of Macedonia
","Beechcraft Super King Air 200","9/9(0)",9,9,1,"2004"
"4064",2004-02-10,"Sharjah, United Arab Emirates","Kish Airlines
","Fokker F-50","43/46(0)",43,46,0.93,"2004"
"4065",2004-02-24,"Cagliari, Italy","City-Jet
","Cessna Citation 500","6/6(0)",6,6,1,"2004"
"4066",2004-03-01,"Trefoil Island, TAS, Australia","Air taxi
","Cessna 172G","4/4(0)",4,4,1,"2004"
"4067",2004-03-04,"Bakou, Azerbaijan
	
Bakou, Azerbaijan","Azov Avia Airlines
","Ilyushin II-76","3/7(0)",3,7,0.43,"2004"
"4068",2004-03-10,"San Diego-Miramar NAS, California","Military - United States Marine Corps
","Cessna UC-35D Citation Encore","4/4(0)",4,4,1,"2004"
"4069",2004-03-16,"Tonopah, Nevada","Military - United States Air Force
","Beechcraft 1900C","5/5(0)",5,5,1,"2004"
"4070",2004-03-18,"Hamilton Island, QLD, Australia","Air Taxi
","Piper PA-32-300","6/6(0)",6,6,1,"2004"
"4071",2004-03-21,"Pyote, Texas","Air Ambulance - Med-Trans Corp.
","Bell 407","4/5(0)",4,5,0.8,"2004"
"4072",2004-05-02,"Milpillas, Mexico","Procuradoria General de la Republica
","Rockwell Gulfstream Jetprop 840","7/7(0)",7,7,1,"2004"
"4073",2004-05-04,"Chimanta mountains, Venezuela","Venezuelian Government
","Cessna 208 Grand Caravan I","7/7(0)",7,7,1,"2004"
"4074",2004-05-05,"Carepa, Colombia","Aerotransportes Petroleros
","Swearingen SA227AC Metro III","3/7(0)",3,7,0.43,"2004"
"4075",2004-05-06,"Jiech, Sudan","Charter - Air Cush
","Let 410UVP","6/10(0)",6,10,0.6,"2004"
"4076",2004-05-11,"Dalang, Sudan","El Magal Aviation
","Antonov AN-12","7/7(0)",7,7,1,"2004"
"4077",2004-05-14,"Manaus, Brazil","Rico Linhas Aereas
","Embraer 120ER Brasilia","33/33(0)",33,33,1,"2004"
"4078",2004-05-18,"Urumqi, China","AZAL Cargo Company
","Ilyushin II-76TD","7/7(0)",7,7,1,"2004"
"4079",2004-05-18,"Bozoy, Kazakhstan","Aray-Avia
","PZL-Mielec AN-2R","1/12(0)",1,12,0.08,"2004"
"4080",2004-05-23,"Mwingi, Kenya","Blue Bird Aviation
","Let 410UVP","2/2(0)",2,2,1,"2004"
"4081",2004-05-25,"Lukla, Nepal","Yeti Airlines
","de Havilland DHC-6 Twin Otter 300","3/3(0)",3,3,1,"2004"
"4082",2004-06-08,"Libreville, Gabon","Gabon Express
","BAe HS-748-232 Srs 2A","19/30(0)",19,30,0.63,"2004"
"4083",2004-06-11,"Belo Horizonte, Brazil","Air taxi - Aero Air Taxi
","EMB 820C Navajo","4/4(0)",4,4,1,"2004"
"4084",2004-06-28,"Yengema, Sierra Leone","United Nations -  UTair Charter
","Mi-8MTV-1","24/24(0)",24,24,1,"2004"
