"","crashDates","crashLocation","crashOperator","crashType","crashOutcome","crashF","crashP","Prop","crashYear"
"24",1950-06-05,"Atlantic Ocean off Florida","Westair Transport
","Curtiss C-46-F-1-CU","28/65(0)",28,65,0.43,"1950"
"25",1950-06-09,"Fonseca, Colombia","New Tribes Mission
","Douglas DC-3-178","15/15(0)",15,15,1,"1950"
"26",1950-06-12,"Bahrain","Air France
","Douglas DC-4-1009","46/52(0)",46,52,0.88,"1950"
"27",1950-06-14,"Bahrain","Air France
","Douglas DC-4-1009","40/53(0)",40,53,0.75,"1950"
"28",1950-06-23,"Lake Michigan, 18 NNW of Benton Harbor, Michigan","Northwest Orient Airlines
","Douglas DC-4","58/58(0)",58,58,1,"1950"
"29",1950-06-26,"York, Australia","Ansett ANA
","Douglas DC-4-1009","29/29(0)",29,29,1,"1950"
"30",1950-07-07,"Busan, South Korea","Military - U.S. Air Force
","Douglas C-54G","23/23(0)",23,23,1,"1950"
"31",1950-07-09,"Casablanca, Morocco","Aigle Azur
","Douglas DC-3","22/29(0)",22,29,0.76,"1950"
"32",1950-07-17,"Pathankot, India","Indian National Airlines
","Douglas DC-3","22/22(0)",22,22,1,"1950"
"33",1950-07-18,"Bocoio, Angola","DTA Angola Airlines
","Douglas DC-3","9/9(0)",9,9,1,"1950"
"34",1950-07-27,"O-shima Island, Japan","Military - U.S. Air Force
","Douglas C-47D","25/26(0)",25,26,0.96,"1950"
"35",1950-07-28,"Porte Alegre, Brazil","Panair do Brasil
","Lockheed 049 Constellation","50/50(0)",50,50,1,"1950"
"36",1950-07-29,"Tunbukta, Algeria","Cie Air Transport
","Bristol 170 Freighter 21","26/26(0)",26,26,1,"1950"
"37",1950-07-30,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )
SAVG
","?","10/?(?)",10,NA,NA,"1950"
"38",1950-07-30,"Karaganda, Russia","Aeroflot
","Ilyushin IL-12","25/25(0)",25,25,1,"1950"
"39",1950-08-05,"Fairfield, California","Military - U.S. Air Force
","Boeing B-29MR","12/20(7)",12,20,0.6,"1950"
"40",1950-08-22,"Eagle, Colorado","American Airlines
","Douglas DC-6","1/59(0)",1,59,0.02,"1950"
"41",1950-08-25,"Kampong Jenera, Malaysia","Military - Royal Air Force
","Douglas C-47B","12/12(0)",12,12,1,"1950"
"42",1950-08-31,"Wadi Natrun, Egypt","Trans World Airlines
","Lockheed 749A Constellation","55/55(0)",55,55,1,"1950"
"43",1950-09-04,"Utica, New York","Robinson Airlines
","Douglas DC-3","16/23(0)",16,23,0.7,"1950"
"44",1950-09-14,"Tehran, Iran","Iran Air
","Douglas DC-3","8/8(0)",8,8,1,"1950"
"45",1950-09-20,"Kwajalein, Marshall Islands","Military - U.S. Navy
","Douglas R5D-3","26/26(0)",26,26,1,"1950"
"46",1950-09-21,"Zagreb, Yugoslavia","JAT Yugoslav Airlines
","Douglas DC-3","10/11(0)",10,11,0.91,"1950"
"47",1950-09-23,"Karlstad, Sweden","Svenska Aero
","Avro Ninteen I","10/10(0)",10,10,1,"1950"
"48",1950-09-26,"Kyushu Island, Japan","Military - U.S. Air Force
","Douglas C-54D-DC (DC-4)","23/51(0)",23,51,0.45,"1950"
"49",1950-10-13,"Almelund, Minnisota","Northwest Orient Airlines
","Martin 202","6/6(0)",6,6,1,"1950"
"50",1950-10-13,"Casablanca, Morocco","Air Atlas
","Douglas DC-3","4/7(0)",4,7,0.57,"1950"
"51",1950-10-17,"London, England","British European Airways
","Douglas C-47A","28/29(0)",28,29,0.97,"1950"
"52",1950-10-31,"London Heathrow, England","British European Airways
","Vickers 610 Viking-1B","28/30(0)",28,30,0.93,"1950"
"53",1950-11-03,"Mont Blanc, France","Air India
","Lockheed 749 Constellation","48/48(0)",48,48,1,"1950"
"54",1950-11-07,"Butte, Montana","Northwest Orient Airlines
","Martin 202","21/21(0)",21,21,1,"1950"
"55",1950-11-13,"Mt.  Tete de L'Obiou, France","Curtiss-Reid Flying Services Ltd. (Canada)
","Douglas C-54B-1-DC","52/52(0)",52,52,1,"1950"
"56",1950-11-17,"Surabaya, Indonesia","Garuda Indonesia Airlines
","Douglas DC-3","2/23(0)",2,23,0.09,"1950"
"57",1950-11-21,"Moran Junction, Wyoming","New Tribes Mission
","Douglas DC-3","21/21(0)",21,21,1,"1950"
"58",1950-11-23,"Cuzco, Peru","Faucett
","Douglas DC-3","9/9(0)",9,9,1,"1950"
"59",1950-11-25,"Khitka, Bhutan","Indamer
","Douglas C-47A","3/3(0)",3,3,1,"1950"
"60",1950-12-01,"Chamaran, Iran","Iran Air
","Douglas DC-3","8/8(0)",8,8,1,"1950"
"61",1950-12-08,"Ruig Piner, France","Air Atlas
","Douglas DC-3","5/7(0)",5,7,0.71,"1950"
"62",1950-12-08,"Bangui, French Equatorial Africa","T.A. Intercontinentaux
","Douglas C-54A","46/56(0)",46,56,0.82,"1950"
"63",1950-12-13,"Katagiri, India","Air India
","Douglas DC-3","21/21(0)",21,21,1,"1950"
"64",1950-12-13,"Londrina, Brazil","VASP
","Douglas DC-3","9/9(3)",9,9,1,"1950"
"65",1950-12-14,"Ribeirao, Brazil","VASP
","Douglas DC-3","1/1(3)",1,1,1,"1950"
"66",1950-12-15,"Valera, Venezuela","Avensa
","Douglas C-47-DL","31/31(0)",31,31,1,"1950"
"67",1950-12-19,"Baguio, Philippines","Military - U.S. Air Force
","Douglas C54E-DO (DC-4)","38/38(0)",38,38,1,"1950"
"68",1950-12-22,"Penticton, British Columbia, Canada","Canadian Pacific Air Lines
","Douglas DC-3","2/18(0)",2,18,0.11,"1950"
"69",1950-12-30,"Santiago del Estado, Argentina","Aerolineas Argentinas
","Douglas DC-3","17/18(0)",17,18,0.94,"1950"
"70",1951-01-12,"Ixopo, South Africa","United Airways
","de Havilland Dove 1","12/12(0)",12,12,1,"1951"
"71",1951-01-13,"Mt. Bukit, Besar,Thailand","Air Carriers
","Douglas DC-3","10/10(0)",10,10,1,"1951"
"72",1951-01-14,"Philadelphia, Pennsylvania","National Airlines
","Douglas DC-4-1009","7/28(0)",7,28,0.25,"1951"
"73",1951-01-16,"Reardan, Washington","Northwest Orient Airlines
","Martin 202","10/10(0)",10,10,1,"1951"
"74",1951-01-20,"Huilyo, Peru","Military - TAM
","Douglas DC-3","16/?(?)",16,NA,NA,"1951"
"75",1951-01-27,"Civitavecchia, Italy","Alitalia
","Savoia Marchetti SM-95","14/17(0)",14,17,0.82,"1951"
"76",1951-01-28,"An tung, Taiwan","Military -Royal Air Force
","Short Sunderland 9 (flying boat)","16/16(0)",16,16,1,"1951"
"77",1951-01-31,"Hafnarfjorour, Iceland","Icelandair
","Douglas DC-3","20/20(0)",20,20,1,"1951"
"78",1951-02-01,"Terceira, Portugal","Military - Portuguese Air Force
","Douglas C-54","14/14(0)",14,14,1,"1951"
"79",1951-02-03,"Mt. Cameroun, Buea, Nigeria","Air France
","Douglas DC-4","29/29(0)",29,29,1,"1951"
"80",1951-02-14,"Yali, Colombia","Lineas Aéreas Nacionales
","Curtiss C-46A","2/2(0)",2,2,1,"1951"
"81",1951-03-02,"Sioux City, Iowa","Mid Continent Airlines
","Douglas DC-3","16/25(0)",16,25,0.64,"1951"
"82",1951-03-11,"Mt. Butler, Hong Kong","Pacific Overseas Airways
","Douglas DC-4","24/24(0)",24,24,1,"1951"
"83",1951-03-21,"Corozal, Colombia","LANSA
","Douglas C-47","27/27(0)",27,27,1,"1951"
"84",1951-03-22,"Florianopolis, Brazil","Cruzeiro
","Douglas DC-3","3/14(0)",3,14,0.21,"1951"
"85",1951-03-23,"Over the North Atlantic","Military - U.S. Air Force
","Douglas C-124A Globemaster","53/53(0)",53,53,1,"1951"
"86",1951-03-26,"Rio Grande, Argentina","Aerolineas Argentinas
","Douglas DC-3","11/20(2)",11,20,0.55,"1951"
"87",1951-03-27,"Manchester, England","Air Transport Charter
","Douglas C-47A-75-DL Dakota 3","2/3(0)",2,3,0.67,"1951"
"88",1951-04-02,"Bogota, Colombia","AVIANCA
","Douglas DC-3","26/26(0)",26,26,1,"1951"
"89",1951-04-06,"Refugio Pass, near Santa Barbara, California","Southwest Airways
","Douglas DC-3","22/22(0)",22,22,1,"1951"
"90",1951-04-08,"Charleston, West Virginia","Military - U.S. Air Force
","Douglas C-47B-DK","21/21(0)",21,21,1,"1951"
"91",1951-04-09,"Cape d'Arguilar, Hong Kong","Siamese Airways
","Douglas DC-3","16/16(0)",16,16,1,"1951"
"92",1951-04-25,"Key West, Florida","Cubana de Aviacion / Military -  US Navy
","Douglas DC-4 /Beechcraft SMB-1","43/43(0)",43,43,1,"1951"
"93",1951-04-28,"Fort Wayne, Indiana","United Air Lines
","Douglas DC-3","11/11(0)",11,11,1,"1951"
"94",1951-05-06,"Albuquerque, New Mexico","Military - U.S. Air Force
","Convair B-36D","23/25(0)",23,25,0.92,"1951"
"95",1951-05-08,"Bordeaux, France","Hunting Air Travel
","Vickers 639 Viking 1","2/32(0)",2,32,0.06,"1951"
"96",1951-05-18,"Rancharia,  Brazil","VASP
","Douglas DC-3","6/6(0)",6,6,1,"1951"
"97",1951-06-03,"New Boston, Texas","Military - U.S. Air Force
","Fairchild C-82","10/10(0)",10,10,1,"1951"
"98",1951-06-06,"Rio de Janeiro, Brazil","Lineas Aéreas Trans. Brasileira
","Douglas DC-3D","2/19(0)",2,19,0.11,"1951"
"99",1951-06-15,"Medellin, Colombia","Sociedad Aeronautica Medellin
","Douglas C-47A","3/3(0)",3,3,1,"1951"
"100",1951-06-22,"Sanoyea, Liberia","Pan American World Airways
","Lockheed 049 Constellation","40/40(0)",40,40,1,"1951"
"101",1951-06-29,"Rijeka, Yugoslavia","JAT Yugoslav Airlines
","Junkers 52/3m","14/14(0)",14,14,1,"1951"
"102",1951-06-30,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado","United Air Lines
","Douglas DC-6B","50/50(0)",50,50,1,"1951"
"103",1951-07-12,"Lyneham AFB, England","Military - Royal Air Force
","Vickers Valetta C-1","10/10(0)",10,10,1,"1951"
"104",1951-07-12,"Tezpur, India","Indamer
","Douglas C-47B","3/3(0)",3,3,1,"1951"
"105",1951-07-12,"Aracaju, Brazil","Loide Aereo Nacional
","Douglas DC-3","33/33(0)",33,33,1,"1951"
"106",1951-07-16,"Lae, New Guinea","Qantas
","de Havilland DHA-3 Drover II","7/7(0)",7,7,1,"1951"
"107",1951-07-20,"Thudamot, China","Air Outre-Mer
","Douglas C-47A","3/3(0)",3,3,1,"1951"
"108",1951-07-21,"Sitka, Alaska","Canadian Pacific Air Lines
","Douglas C-54A","37/37(0)",37,37,1,"1951"
"109",1951-07-24,"Gao, Mali","Sabena
","Douglas DC-3","3/3(0)",3,3,1,"1951"
"110",1951-07-29,"Cochabamba, Bolivia","Loide Aéreo Nacional
","Curtiss C-46A","7/7(0)",7,7,1,"1951"
"111",1951-08-08,"Barilla Bay, Australia","Trans Australia Airlines
","?","2/2(0)",2,2,1,"1951"
"112",1951-08-11,"Moisville, France","Air France
","Douglas DC-3D","5/5(0)",5,5,1,"1951"
"113",1951-08-17,"Ubatuba, Brazil","REAL
","Douglas DC-3","10/10(0)",10,10,1,"1951"
"114",1951-08-24,"Decoto, California","United Air Lines
","Douglas DC-6B","50/50(0)",50,50,1,"1951"
"115",1951-09-08,"Sao Paulo, Brazil","VASP
","Douglas DC-3","13/13(3)",13,13,1,"1951"
"116",1951-09-12,"Ialas Baeares, Spain","Societe Alpes Provence
","Douglas DC-3","39/39(0)",39,39,1,"1951"
"117",1951-09-12,"Redwood City, California","United Air Lines
","Boeing 377 Stratocruiser 10-34","3/3(0)",3,3,1,"1951"
"118",1951-09-15,"Bangalore, India","Air India
","Douglas C-47A-30-DK Dakota III","22/28(0)",22,28,0.79,"1951"
"119",1951-09-27,"Tachikawa Air Base","Military - US Air Force
","	Fairchild C-119C-15-FA Flying Boxcar","14/14(0)",14,14,1,"1951"
"120",1951-09-29,"La Paz, Bolivia","Frigorifico Cooperativo Los Andes
","Curtiss C-46D-15-CU","27/27(0)",27,27,1,"1951"
"121",1951-10-08,"Cerro Blanco, Mexico","Aero Transportes
","Douglas DC-3","8/8(0)",8,8,1,"1951"
"122",1951-10-15,"East Griqualand, South Africa","South African Airways
","Douglas DC-3","17/17(0)",17,17,1,"1951"
"123",1951-10-15,"North Atlantic","Military - U.S. Air Force
","Boeing C-97A Stratofreighter","12/12(0)",12,12,1,"1951"
"124",1951-10-17,"Mt. Benson, BC, Canada","Queen Charlotte Airlines
","Consolidated PBY-5A Catalina","23/23(0)",23,23,1,"1951"
"125",1951-10-22,"Skopje, Yugoslavia","JAT Yugoslav Airlines
","Douglas DC-3","12/12(0)",12,12,1,"1951"
"126",1951-10-27,"Flores, Guatemala","Military - Guatemalan Air Force
","Douglas C-47","27/29(0)",27,29,0.93,"1951"
"127",1951-11-05,"Tucumcari, New Mexico","Transocean Air Lines
","Martin 202","1/29(0)",1,29,0.03,"1951"
"128",1951-11-13,"Puy-de-Dôme, France","Military - U. S. Air Force
","Fairchild C-82 Packet","36/36(0)",36,36,1,"1951"
"129",1951-11-15,"Lodz, Poland","LOT Polish Airlines
","Lisunov Li-2P","18/18(0)",18,18,1,"1951"
"130",1951-11-17," Novosibirsk, Russia","Aeroflot
","Ilyushin IL-12","23/23(0)",23,23,1,"1951"
"131",1951-11-19,"Cairo, Egypt","Devlet Hava Yollari
","Douglas DC-3","5/5(0)",5,5,1,"1951"
"132",1951-11-21,"Calcutta, India","Deccan Airways
","Douglas DC-3","16/17(0)",16,17,0.94,"1951"
"133",1951-11-24,"Zurich, Switzerland","El Al
","Douglas DC-4","6/7(0)",6,7,0.86,"1951"
"134",1951-11-27,"San Luis Acatlan, Mexico","Lineas Aereas Unidas
","DC-2-243","13/21(0)",13,21,0.62,"1951"
"135",1951-12-04,"Denver, Colorado","United Air Lines
","Douglas DC-3A","3/3(0)",3,3,1,"1951"
"136",1951-12-13,"Yaramunda, Papua, New Guinea","Qantas
","de Havilland DH-84 Dragon","3/3(0)",3,3,1,"1951"
"137",1951-12-16,"Elizabeth, New Jersey","Miami Airlines
","Curtiss Wright C-46F","56/56(1)",56,56,1,"1951"
"138",1951-12-23,"Tehran, Iran","Misrair
","SNCASE Languedoc","22/22(0)",22,22,1,"1951"
"139",1951-12-27,"Namtso, Russia","Aeroflot
","Li-2","20/20(0)",20,20,1,"1951"
"140",1951-12-29,"Little Valley, New York","Continental Charters
","Curtiss C-46A-50-CU","26/40(0)",26,40,0.65,"1951"
"141",1951-12-30,"Phoenix, Arizona","Military - U.S. Air Force
","Douglas C-47D","28/28(0)",28,28,1,"1951"
"142",1951-12-30,"Fairbanks, Alaska","Transocean Air Lines
","Curtiss C 46F-CU","4/4(0)",4,4,1,"1951"
"143",1951-12-31,"Calcutta, India","Kalinga Airlines
","Douglas C-47A","3/3(0)",3,3,1,"1951"
"144",1952-01-02,"Andapa, Madagascar","Air France
","Junkers JU-52/3m","6/11(0)",6,11,0.55,"1952"
"145",1952-01-10,"Com Edno, Ireland","Aer Lingus
","Douglas DC-3","23/23(0)",23,23,1,"1952"
"146",1952-01-19,"Sandspit, BC, Canada","Northwest Orient Airlines
","Douglas DC-4","36/43(0)",36,43,0.84,"1952"
"147",1952-01-22,"Elizabeth, New Jersey","American Airlines
","Convair CV-240-0","23/23(7)",23,23,1,"1952"
"148",1952-02-04,"Kikwit, Belgian Congo","Sabena
","Douglas DC-3","15/15(0)",15,15,1,"1952"
"149",1952-02-07,"Kaneko, Japan","Military - U.S. Air Force
","Boeing B-29","13/13(5)",13,13,1,"1952"
"150",1952-02-11,"Elizabeth, New Jersey","National Airlines
","Douglas DC-6","29/63(4)",29,63,0.46,"1952"
"151",1952-02-16,"Burgio, Italy","Hunting Air Travel
","Vickers 614 Viking 1","31/31(0)",31,31,1,"1952"
"152",1952-02-19,"Nagpur, India","Deccan Airways
","Douglas DC-3","3/16(0)",3,16,0.19,"1952"
"153",1952-02-19,"Yaounde, Cameroon","STAAP
","Consolidated  32 Liberator II","9/9(0)",9,9,1,"1952"
"154",1952-02-28,"Uberlandia,  Brazil","Panair do Brasil
","Douglas DC-3A","8/8(0)",8,8,1,"1952"
"155",1952-03-03,"Nice, France","Air France
","SNCASE Languedoc","38/38(0)",38,38,1,"1952"
"156",1952-03-10,"Cebu, Philippines","Philippine Air Lines
","Douglas C-47A-35-DL","3/3(0)",3,3,1,"1952"
"157",1952-03-12,"Sequin, Texas","Military - U.S. Air Force / U.S. Air Force
","Boeing B-29 / Boeing B-29","15/15(?)",15,15,1,"1952"
"158",1952-03-22,"Gaspe, Quebec, Canada","Maritime Central Airways
","Douglas C-47-DL","4/4(0)",4,4,1,"1952"
"159",1952-03-22,"Frankfurt, Germany","KLM Royal Dutch Airlines
","Douglas DC-6","45/47(0)",45,47,0.96,"1952"
"160",1952-03-24,"Gao, French West Africa","Société Aérienne de Tr. Tropicaux
","Lockheed 18 Lodestar","17/21(0)",17,21,0.81,"1952"
"161",1952-03-26,"Moscow, Russia","Aeroflot
","?","70/70(0)",70,70,1,"1952"
"162",1952-03-29,"San Felipe, Venezuela","TACA
","Douglas DC-3","12/12(0)",12,12,1,"1952"
"163",1952-03-30,"Baguio, Philippines","Philippine Air Lines
","Douglas DC-3","10/29(0)",10,29,0.34,"1952"
"164",1952-04-05,"New York, New York","US Airlines
","Curtiss C-46F-1-CU","2/2(3)",2,2,1,"1952"
"165",1952-04-09,"Mihara Volcano, Japan","Japan Air Lines
","Martin 202","37/37(0)",37,37,1,"1952"
"166",1952-04-10,"Agartala, India","Kalinga Airlines
","Douglas C-47A","4/4(0)",4,4,1,"1952"
"167",1952-04-11,"North of San Juan, Puerto Rico","Pan American World Airways
","Douglas DC-4","52/69(0)",52,69,0.75,"1952"
"168",1952-04-18,"Whittier, California","North Continental Airlines (Robin Airlines)
","Curtiss C-46F-1CU","29/29(0)",29,29,1,"1952"
"169",1952-04-29,"Carolina, Brazil","Pan American World Airways
","Boeing 377-10-26 Stratocruiser","50/50(0)",50,50,1,"1952"
"170",1952-04-30,"Delhi,  India","Deccan Airways
","Douglas DC-3","9/9(0)",9,9,1,"1952"
"171",1952-05-05,"Skien, Norway","Fred Olsen Flyveselskap
","Douglas C-47A","11/29(0)",11,29,0.38,"1952"
"172",1952-05-09,"Ipoh, Malaysia","Garuda Indonesia Airlines
","Douglas DC-3","17/17(0)",17,17,1,"1952"
"173",1952-05-13,"Sao Paulo, Brazil","VASP
","Douglas DC-3","5/22(0)",5,22,0.23,"1952"
"174",1952-05-24,"Manaus, Brazil","Loide Aéreo Nacional
","Curtiss C-46A","6/6(0)",6,6,1,"1952"
"175",1952-05-26,"Atar, Mauritania","British Overseas Airways
","Handley Page HP-81 Hermes IV","1/18(0)",1,18,0.06,"1952"
"176",1952-06-13,"Baltic Sea","Swedish Air Force
","Douglas DC-3","8/8(0)",8,8,1,"1952"
"177",1952-06-14,"English Channel","Morton Air
","de Havilland Consul","6/?(?)",6,NA,NA,"1952"
"178",1952-06-24,"Lakenheath AFB, England","Military - U.S. Air Force
","Boeing B-50 Superfortress","11/11(0)",11,11,1,"1952"
"179",1952-06-25,"Northumberland, North Sea","Military - Royal Air Force
","Avro Shackleton MR-1","11/13(0)",11,13,0.85,"1952"
"180",1952-07-18,"Whiting Field, near Milton, Florida","Military - Navy
","Fairchild packet (C119 flying boxcar)","41/46(0)",41,46,0.89,"1952"
"181",1952-07-27,"Rio de Janeiro, Brazil","Pan American World Airways
","Boeing 377 Stratocruiser","1/27(0)",1,27,0.04,"1952"
"182",1952-08-12,"Palmeira de Goias, Brazil","Transportes Areos Nacionales
","Douglas DC-3","24/24(0)",24,24,1,"1952"
"183",1952-08-21,"Trapani, Italy","Airwork
","Handley Page HP-81 Hermes 4A","7/57(0)",7,57,0.12,"1952"
"184",1952-08-26,"Khewra, West Pakistan","Military - Pakistan Air Force
","Bristol 170 Freighter","18/18(0)",18,18,1,"1952"
"185",1952-08-29,"Kosti, Sudan","Phoenix Airlines
","Douglas DC-2-115B","2/4(0)",2,4,0.5,"1952"
"186",1952-09-06,"Farnsborough, England","Private - de Havilland Aircraft
","de Havilland 110","1/1(29)",1,1,1,"1952"
"187",1952-09-10,"San Blas, Panama","SAM Colombia
","Curtiss C-46","46/46(0)",46,46,1,"1952"
"188",1952-09-15,"Wadi Halfa, Sudan","Kalinga Airlines
","Douglas C-47A","3/3(0)",3,3,1,"1952"
"189",1952-10-05,"Skvoritsy, Russia","Aeroflot
","Ilyushin IL-12","21/21(0)",21,21,1,"1952"
"190",1952-10-08,"Tarbat Ness, Scotland","Military - Royal Air Force
","Avro Shackleton MR-1","14/14(0)",14,14,1,"1952"
"191",1952-10-14,"San Fransisco do Paula, Brazil","Aero Brasil
","Douglas DC-3","14/28(0)",14,28,0.5,"1952"
"192",1952-10-16,"Kangnung, South Korea","Military - U.S. Air Force
","Curtiss-Wright C-46D-CU","25/25(0)",25,25,1,"1952"
"193",1952-10-29,"Flagstaff, Arizona","Military - U.S. Air Force
","Boeing KC-97G Stratofreighter","16/16(0)",16,16,1,"1952"
"194",1952-11-06,"Lake Chad, Chad","Union Aeromaritime de Transport
","Douglas C-54B-1-DC","5/6(0)",5,6,0.83,"1952"
"195",1952-11-07,"Summit, Alaska","Military - U.S. Air Force
","Fairchild C-119C","19/19(0)",19,19,1,"1952"
"196",1952-11-14,"Seoul, South Korea","Military - U.S. Air Force
","Fairchild C-119C","44/44(0)",44,44,1,"1952"
"197",1952-11-15,"Anchorage, Alaska","Military - U.S. Air Force
","Fairchild C-119C","20/20(0)",20,20,1,"1952"
"198",1952-11-17,"Shepard, Montana","Military - U.S. Air Force
","Fairchild C-119C-23-FA Flying Boxcar","9/16(0)",9,16,0.56,"1952"
"199",1952-11-22,"Mount Gannett, Alaska","Military - U.S. Air Force
","Douglas C-124A Globemaster","52/52(0)",52,52,1,"1952"
"200",1952-11-28,"Tacoma, Washington","Military - U.S. Air Force
","Douglas C-54G (DC-4)","37/38(0)",37,38,0.97,"1952"
"201",1952-12-06,"Sofia, Bugaria","TABSO
","Lisunov Li-2","18/18(0)",18,18,1,"1952"
"202",1952-12-06,"Bermuda-Kindley Field, Bermuda","Cubana de Aviacion
","Douglas DC-4","37/41(0)",37,41,0.9,"1952"
"203",1952-12-20,"Moses Lake, Washington","Military - U.S. Air Force
","Douglas C-124A Globemaster","87/115(0)",87,115,0.76,"1952"
"204",1952-12-21,"Miami, Florida","Rutas Aéreas Nacionales SA
","Curtiss C-46D","3/3(0)",3,3,1,"1952"
"205",1952-12-22,"Damascus, Syria","Syrian Air
","Douglas DC-3","9/?(?)",9,NA,NA,"1952"
"206",1952-12-25,"Tehran, Iran","Iran Air
","Douglas DC-3","27/29(0)",27,29,0.93,"1952"
"207",1952-12-25,"Caracas, Venezuela","Avensa
","Douglas DC-3","3/5(0)",3,5,0.6,"1952"
"208",1952-12-30,"Chinmen Island, Taiwan","Philippine Air Lines
","Douglas DC-3","2/10(0)",2,10,0.2,"1952"
"209",1953-01-05,"Belfast, Northern Ireland","British European Airways
","Vickers Viking 610-1B","27/35(0)",27,35,0.77,"1953"
"210",1953-01-07,"Issaquah, Washington","Flying Tiger Line
","Douglas C-54B-10-DO","7/7(0)",7,7,1,"1953"
"211",1953-01-07,"Fish Haven, Idaho","Associated Air Transport
","Curtiss C-46","40/40(0)",40,40,1,"1953"
"212",1953-01-15,"25 nm off Agrigento, Italy","Military -Royal Air Force
","Vickers Valetta Mk1 / Avero Lancaster","26/26(0)",26,26,1,"1953"
"213",1953-01-26,"Sinnai, Sardinia, Italy","Linee Aeree Italiane
","Douglas DC-3","19/19(0)",19,19,1,"1953"
"214",1953-02-02,"Newfoundland, Canada","Lancashire Aircraft Corporation (Skyways)
","Avro 685 York 1","39/39(0)",39,39,1,"1953"
"215",1953-02-03,"Lai Chau, Vietnam","Air Outremer
","Douglas C-47B-15-DK","18/18(0)",18,18,1,"1953"
"216",1953-02-07,"Bordeaux, France","UTA
","Douglas C-54A-5-DC","7/21(0)",7,21,0.33,"1953"
"217",1953-02-09,"Cairo, Egypt","Military - Egyptian Air Force
","Curtiss-Wright C-46","30/35(0)",30,35,0.86,"1953"
"218",1953-02-14,"Mobile, Alabama","National Airlines
","Douglas DC-6","46/46(0)",46,46,1,"1953"
"219",1953-03-03,"Karachi, Pakistan","Canadian Pacific Air Lines
","de Havilland DH106 Comet 1A","11/11(0)",11,11,1,"1953"
"220",1953-03-04,"Windsor Locks, Connecticut","Slick Airways
","Curtiss C-46F","2/2(0)",2,2,1,"1953"
"221",1953-03-14,"Kalasahar, India","Orient Airways
","Convair CV-240-7","16/16(0)",16,16,1,"1953"
"222",1953-03-17,"Da Nang, Vietnam","Aigle Azur
","Douglas DC-3","8/8(0)",8,8,1,"1953"
"223",1953-03-18,"Random Island, Newfoundland","Military - U.S. Air Force
","Convair RB-36H","23/23(0)",23,23,1,"1953"
"224",1953-03-20,"Alvarado, California","Transocean Air Lines
","Douglas DC-4  (C-54-10-DO)","35/35(0)",35,35,1,"1953"
"225",1953-03-27,"Itapebi, Brazil","Transportes Aéreos Salvador
","de Havilland DH-114 Heron 1B","14/14(0)",14,14,1,"1953"
"226",1953-03-29,"Mtara, Tanganyika","Central African Airways
","Vickers 616 Viking 1B","13/13(0)",13,13,1,"1953"
"227",1953-04-10,"Kingston, Jamaica","Caribbean International Airways
","Lockheed 18-56 LodeStar","13/14(0)",13,14,0.93,"1953"
"228",1953-04-10,"Anchieta Island, Brazil","REAL
","Doublas Dc-3","26/?(?)",26,NA,NA,"1953"
"229",1953-04-10,"Miandivazo, Madagascar","Air France
","Junkers JU-5/-3m","5/5(0)",5,5,1,"1953"
"230",1953-04-14,"Guwahati, India","Airways
","Douglas C-47A","3/3(0)",3,3,1,"1953"
"231",1953-04-14,"Selleck, Washington","Miami Airlines
","Douglas DC-3 (C-47-DL)","7/25(0)",7,25,0.28,"1953"
"232",1953-04-16,"NW of Hanoi, Vietnam","Aigle Azur
","Douglas DC-3","30/30(0)",30,30,1,"1953"
"233",1953-04-20,"San Francisco Bay, California","Western Airlines
","Douglas DC-6B","8/10(0)",8,10,0.8,"1953"
"234",1953-05-02,"Jalalogori, West Bengal, India","British Overseas Airways
","de Havilland DH106 Comet 1","43/43(0)",43,43,1,"1953"
"235",1953-05-07,"Hartland Point, England","Military - Royal Air Force
","Vickers Valetta T-3","10/10(0)",10,10,1,"1953"
"236",1953-05-09,"New Delhi, India","Air India
","Douglas DC-3","18/18(0)",18,18,1,"1953"
"237",1953-05-11,"Prince Rupert, BC, Canada","Canadian Pacific Air Lines
","Consolidated PBY-5A Catalina","2/19(0)",2,19,0.11,"1953"
